customer_id,first_name,last_name,email,join_date,region,segment
186,Stacie,Marshall,user186@example.com,2025-08-30,West,Consumer
187,Katie,Jackson,user187@example.com,2023-01-17,South,Consumer
188,Kimberly,Martin,user188@example.com,2021-11-02,North,Small Business
189,Daniel,Johnson,user189@example.com,2023-07-06,East,Consumer
190,Barbara,Odonnell,user190@example.com,2023-07-09,North,Consumer
191,Randy,Espinoza,user191@example.com,2024-01-22,East,Consumer
192,Brittany,Rivas,user192@example.com,2021-07-06,West,Consumer
193,Curtis,Barton,user193@example.com,2022-12-06,East,Consumer
194,Laura,Knight,user194@example.com,2021-11-23,South,Consumer
195,Michael,Patterson,user195@example.com,2021-03-19,West,Consumer
196,Casey,Holland,user196@example.com,2024-01-07,South,Consumer
197,Melissa,Short,user197@example.com,2020-12-21,East,Consumer
198,Ryan,Cox,user198@example.com,2021-10-05,North,Consumer
199,Jasmine,Graham,user199@example.com,2024-10-10,South,Consumer
200,Tammy,Nelson,user200@example.com,2025-04-21,East,Consumer
201,Kim,Marshall,user201@example.com,2025-06-11,West,Consumer
202,Marcus,Sanchez,user202@example.com,2023-02-23,West,Small Business
203,Joshua,Hayes,user203@example.com,2021-08-08,South,Consumer
204,Ashley,Barnett,user204@example.com,2024-10-25,East,Consumer
205,Anthony,Rosales,user205@example.com,2023-09-23,East,Consumer
206,Tony,Kelly,user206@example.com,2022-05-30,South,Consumer
207,Matthew,Beard,user207@example.com,2023-01-23,South,Small Business
208,Angela,Black,user208@example.com,2023-03-20,South,Consumer
209,Christopher,Cortez,user209@example.com,2022-06-28,South,Enterprise
210,Angela,Allen,user210@example.com,2025-01-07,North,Consumer
211,Debbie,Henry,user211@example.com,2024-11-30,South,Consumer
212,Christopher,Walker,user212@example.com,2021-01-04,West,Consumer
213,Kevin,Perkins,user213@example.com,2022-12-07,South,Consumer
214,Angela,Cooper,user214@example.com,2024-11-21,North,Small Business
215,Mark,Warner,user215@example.com,2025-07-18,North,Small Business
216,Kristopher,Hall,user216@example.com,2023-03-03,South,Consumer
217,Leslie,Newton,user217@example.com,2022-07-03,West,Consumer
218,James,Rodgers,user218@example.com,2022-06-10,South,Small Business
219,Jenny,Bray,user219@example.com,2023-03-21,North,Consumer
220,Candice,Hooper,user220@example.com,2025-04-29,West,Consumer
221,Kenneth,Ward,user221@example.com,2022-07-08,East,Enterprise
222,Alexis,Ferguson,user222@example.com,2023-06-09,West,Consumer
223,Brandon,Brown,user223@example.com,2023-03-14,West,Small Business
224,Heidi,Martinez,user224@example.com,2023-05-08,West,Small Business
225,Curtis,Smith,user225@example.com,2025-01-15,West,Consumer
226,Taylor,Alexander,user226@example.com,2023-04-14,South,Small Business
227,Tammy,King,user227@example.com,2022-06-07,East,Small Business
228,Danny,Jones,user228@example.com,2024-12-05,West,Consumer
229,Charles,Soto,user229@example.com,2025-01-17,East,Consumer
230,Edward,Shepherd,user230@example.com,2021-04-27,East,Consumer
231,Christopher,Wright,user231@example.com,2023-06-13,East,Consumer
232,Kathy,Obrien,user232@example.com,2025-08-11,North,Consumer
233,Kimberly,James,user233@example.com,2022-10-14,South,Consumer
234,Kenneth,Chapman,user234@example.com,2024-08-18,South,Consumer
235,Kevin,Oliver,user235@example.com,2024-07-06,North,Consumer
236,Stacey,Clark,user236@example.com,2021-09-16,East,Consumer
237,Joseph,Miller,user237@example.com,2022-08-29,West,Consumer
238,Glenn,Jones,user238@example.com,2022-11-27,West,Consumer
239,Ricky,Norris,user239@example.com,2020-11-20,North,Small Business
240,Kelly,Hall,user240@example.com,2024-11-10,West,Consumer
241,Jacqueline,Gibson,user241@example.com,2023-04-09,East,Consumer
242,Sandra,French,user242@example.com,2022-11-07,West,Small Business
243,Ronald,Stephens,user243@example.com,2022-07-19,West,Consumer
244,Rebekah,Serrano,user244@example.com,2022-02-17,South,Consumer
245,Brian,Sparks,user245@example.com,2021-06-21,East,Consumer
246,Samantha,Gonzales,user246@example.com,2025-09-15,North,Consumer
247,Haley,Lyons,user247@example.com,2024-11-07,West,Consumer
248,Vincent,Snyder,user248@example.com,2023-03-07,West,Small Business
249,Carly,Preston,user249@example.com,2021-07-19,North,Small Business
250,Cassandra,Johnson,user250@example.com,2023-08-10,North,Consumer
251,Suzanne,Huff,user251@example.com,2022-10-24,West,Consumer
252,Brenda,Smith,user252@example.com,2025-10-04,West,Consumer
253,Barbara,Hines,user253@example.com,2023-02-27,East,Consumer
254,Thomas,Pearson,user254@example.com,2022-05-10,South,Consumer
255,Howard,Richards,user255@example.com,2023-03-26,East,Small Business
256,Tanya,Harrison,user256@example.com,2025-01-17,West,Consumer
257,Mathew,Santiago,user257@example.com,2024-05-03,West,Consumer
258,Mark,Steele,user258@example.com,2022-03-26,North,Consumer
259,Elaine,Morales,user259@example.com,2023-04-26,North,Enterprise
260,Benjamin,Miller,user260@example.com,2025-07-18,East,Consumer
261,Marcus,Cordova,user261@example.com,2023-01-05,North,Small Business
262,Michelle,Bryan,user262@example.com,2024-04-20,North,Small Business
263,Diane,Daniels,user263@example.com,2020-11-15,South,Consumer
264,Brian,Stone,user264@example.com,2024-05-18,North,Consumer
265,Colleen,Wolf,user265@example.com,2025-02-07,South,Consumer
266,Joseph,Anderson,user266@example.com,2022-08-06,North,Consumer
267,Samuel,Wolfe,user267@example.com,2023-04-25,South,Consumer
268,Anthony,Mccoy,user268@example.com,2021-11-24,East,Small Business
269,Jennifer,Collins,user269@example.com,2022-11-25,South,Consumer
270,Andrea,Davis,user270@example.com,2020-12-24,North,Small Business
271,Steven,Wilson,user271@example.com,2021-10-30,South,Enterprise
272,Tyrone,Moran,user272@example.com,2022-03-05,North,Consumer
273,Janice,Perry,user273@example.com,2025-03-12,East,Consumer
274,Tina,Sanchez,user274@example.com,2024-12-20,West,Consumer
275,Duane,Lee,user275@example.com,2025-07-21,South,Consumer
276,Julie,Taylor,user276@example.com,2025-03-10,South,Consumer
277,Joshua,Tyler,user277@example.com,2021-06-16,East,Small Business
278,Matthew,French,user278@example.com,2024-05-24,North,Small Business
279,Lori,Campbell,user279@example.com,2023-02-20,North,Consumer
280,Mary,Carpenter,user280@example.com,2023-05-28,West,Consumer
281,Michelle,Griffin,user281@example.com,2025-01-11,North,Consumer
282,Michael,Arnold,user282@example.com,2024-12-25,East,Consumer
283,Nicholas,Cantu,user283@example.com,2025-06-27,West,Small Business
284,Tina,Allen,user284@example.com,2022-06-21,North,Consumer
285,Jesus,Rowe,user285@example.com,2024-02-14,East,Consumer
286,Louis,Kennedy,user286@example.com,2021-03-27,West,Consumer
287,Paul,Alvarado,user287@example.com,2024-02-09,West,Consumer
288,Tyler,Johnson,user288@example.com,2022-02-27,East,Consumer
289,Tammy,Rivera,user289@example.com,2025-02-19,West,Consumer
290,Morgan,Alexander,user290@example.com,2021-09-19,East,Consumer
291,Renee,Smith,user291@example.com,2025-05-04,South,Small Business
292,Robert,Pena,user292@example.com,2022-02-02,North,Consumer
293,Charles,Harrington,user293@example.com,2022-03-06,West,Consumer
294,Matthew,Schwartz,user294@example.com,2023-02-13,West,Consumer
295,Melissa,Phelps,user295@example.com,2021-07-19,West,Consumer
296,Norman,Stewart,user296@example.com,2025-05-27,West,Small Business
297,Monique,Johnson,user297@example.com,2025-01-06,South,Consumer
298,Jimmy,Cohen,user298@example.com,2021-06-12,East,Small Business
299,Wendy,Francis,user299@example.com,2023-04-23,East,Consumer
300,Tiffany,Hodges,user300@example.com,2024-07-22,East,Consumer
301,Scott,Benson,user301@example.com,2021-09-20,South,Consumer
302,Brandon,Flynn,user302@example.com,2021-02-09,West,Consumer
303,Michael,Jordan,user303@example.com,2023-05-12,South,Consumer
304,Amanda,Knight,user304@example.com,2022-12-10,West,Consumer
305,George,Miller,user305@example.com,2022-05-25,North,Consumer
306,Christine,Allen,user306@example.com,2024-02-13,South,Consumer
307,Douglas,Murray,user307@example.com,2025-10-28,South,Consumer
308,Steve,Estrada,user308@example.com,2023-01-10,East,Consumer
309,Rachel,Byrd,user309@example.com,2024-10-27,East,Consumer
310,Charles,Landry,user310@example.com,2022-03-17,East,Consumer
311,Kevin,Hayden,user311@example.com,2025-11-11,West,Consumer
312,Stephen,Turner,user312@example.com,2022-12-29,East,Consumer
313,Melissa,Rodriguez,user313@example.com,2024-02-20,South,Consumer
314,Ashley,Andrews,user314@example.com,2024-02-09,South,Consumer
315,Andrew,Greer,user315@example.com,2023-05-18,West,Consumer
316,Joshua,Knight,user316@example.com,2024-03-25,East,Enterprise
317,Renee,Mcgee,user317@example.com,2021-04-13,South,Consumer
318,Kimberly,Hall,user318@example.com,2023-04-20,East,Consumer
319,Jeffery,Lee,user319@example.com,2023-11-11,North,Consumer
320,Erica,Le,user320@example.com,2022-12-30,South,Consumer
321,Courtney,Berger,user321@example.com,2022-01-10,North,Consumer
322,Kyle,Alexander,user322@example.com,2021-03-14,South,Consumer
323,Michael,Anderson,user323@example.com,2025-10-17,West,Consumer
324,Mark,Perry,user324@example.com,2023-05-17,North,Consumer
325,David,Ryan,user325@example.com,2022-07-28,West,Consumer
326,Alyssa,Mcintyre,user326@example.com,2023-12-23,East,Consumer
327,Jonathan,Summers,user327@example.com,2022-04-07,North,Consumer
328,Tammy,Phillips,user328@example.com,2024-12-18,West,Consumer
329,Linda,Mcdonald,user329@example.com,2023-09-30,North,Consumer
330,Donald,Levy,user330@example.com,2021-07-03,North,Consumer
331,Tammy,Ballard,user331@example.com,2024-03-30,North,Consumer
332,Christopher,Foster,user332@example.com,2023-12-23,East,Consumer
333,Amanda,Gibson,user333@example.com,2023-02-11,South,Consumer
334,Brenda,Carson,user334@example.com,2023-02-04,West,Consumer
335,Daniel,Hall,user335@example.com,2024-01-10,South,Small Business
336,Christine,Hahn,user336@example.com,2021-01-28,West,Consumer
337,Rose,Walker,user337@example.com,2023-08-28,West,Consumer
338,Cynthia,Marshall,user338@example.com,2021-05-27,West,Consumer
339,Debra,Wilson,user339@example.com,2023-06-08,North,Consumer
340,Sophia,Torres,user340@example.com,2021-04-01,North,Small Business
341,Darren,Young,user341@example.com,2025-01-20,South,Consumer
342,Derek,Chavez,user342@example.com,2025-06-09,East,Consumer
343,Robert,Newton,user343@example.com,2025-06-17,South,Consumer
344,Nicole,Pena,user344@example.com,2022-03-07,North,Consumer
345,Christina,Crosby,user345@example.com,2025-01-10,West,Consumer
346,Antonio,Wood,user346@example.com,2023-03-31,West,Consumer
347,Sean,Young,user347@example.com,2024-08-20,South,Consumer
348,Cory,Jennings,user348@example.com,2023-12-13,East,Consumer
349,Rachel,Newman,user349@example.com,2025-06-30,West,Consumer
350,Raymond,Lopez,user350@example.com,2021-05-19,South,Small Business
351,Stacy,Holloway,user351@example.com,2021-11-26,South,Consumer
352,Elizabeth,May,user352@example.com,2021-08-23,South,Consumer
353,Brent,Cook,user353@example.com,2021-01-17,East,Small Business
354,Kristin,Harris,user354@example.com,2021-12-08,North,Consumer
355,Jamie,Robinson,user355@example.com,2025-07-30,East,Consumer
356,Mark,Hernandez,user356@example.com,2022-11-05,East,Consumer
357,Joshua,Riggs,user357@example.com,2020-11-20,West,Consumer
358,Amber,Lindsey,user358@example.com,2021-12-20,West,Small Business
359,Donna,Johnson,user359@example.com,2021-10-19,West,Consumer
360,Michael,Kramer,user360@example.com,2020-12-28,North,Small Business
361,Alfred,Baker,user361@example.com,2023-08-14,East,Consumer
362,Judy,Fox,user362@example.com,2021-12-10,North,Consumer
363,Thomas,Strickland,user363@example.com,2021-05-28,North,Enterprise
364,Brittney,Hayes,user364@example.com,2025-03-25,East,Consumer
365,Sonia,Williams,user365@example.com,2022-10-01,South,Consumer
366,Kevin,Schneider,user366@example.com,2025-04-20,West,Small Business
367,Bruce,Mendoza,user367@example.com,2021-02-16,South,Enterprise
368,Ronald,Rodriguez,user368@example.com,2024-04-12,West,Consumer
369,Charles,Miller,user369@example.com,2024-08-21,West,Enterprise
370,Cameron,Hill,user370@example.com,2022-02-15,West,Consumer
371,Amy,Nguyen,user371@example.com,2025-11-04,East,Consumer
372,Kenneth,Wagner,user372@example.com,2025-05-18,North,Small Business
373,Cory,Miles,user373@example.com,2024-07-10,East,Consumer
374,Jennifer,Lewis,user374@example.com,2025-07-21,West,Consumer
375,Pamela,Gutierrez,user375@example.com,2024-09-14,West,Small Business
376,Raymond,Blair,user376@example.com,2024-09-20,North,Consumer
377,Ronald,Ortega,user377@example.com,2023-07-11,East,Consumer
378,Stephanie,Mcdaniel,user378@example.com,2024-01-18,North,Enterprise
379,Carlos,Decker,user379@example.com,2024-11-24,West,Small Business
380,Ryan,Garner,user380@example.com,2021-08-28,North,Consumer
381,Lisa,Hawkins,user381@example.com,2024-01-13,West,Consumer
382,Sue,Hoffman,user382@example.com,2025-11-08,South,Consumer
383,Robert,Russo,user383@example.com,2021-11-26,West,Consumer
384,Miranda,Griffith,user384@example.com,2024-06-18,North,Consumer
385,Caroline,Bell,user385@example.com,2023-04-24,South,Small Business
386,William,Moore,user386@example.com,2025-10-12,West,Small Business
387,Jeffrey,Rodriguez,user387@example.com,2024-12-19,West,Consumer
388,Michael,Farmer,user388@example.com,2025-08-06,South,Consumer
389,Jeremy,Patterson,user389@example.com,2025-09-30,East,Consumer
390,Terri,Cardenas,user390@example.com,2025-08-20,West,Consumer
391,Anthony,Hickman,user391@example.com,2025-08-07,North,Consumer
392,Anthony,Nelson,user392@example.com,2023-02-20,North,Consumer
393,Sandra,Bell,user393@example.com,2023-06-29,South,Consumer
394,Molly,Knight,user394@example.com,2022-05-29,East,Consumer
395,Chad,Figueroa,user395@example.com,2024-04-10,East,Consumer
396,Christopher,Moreno,user396@example.com,2021-02-15,West,Enterprise
397,Robert,Peterson,user397@example.com,2024-01-24,South,Consumer
398,Larry,Nguyen,user398@example.com,2024-01-05,South,Consumer
399,Caitlyn,Ware,user399@example.com,2025-09-10,South,Small Business
400,Eric,Williamson,user400@example.com,2022-03-10,East,Small Business
401,Joseph,Stanley,user401@example.com,2021-07-23,West,Consumer
402,Catherine,Perry,user402@example.com,2024-12-29,East,Small Business
403,Kari,Wilson,user403@example.com,2022-09-12,East,Consumer
404,Daniel,Gregory,user404@example.com,2024-07-09,West,Small Business
405,Alison,Parker,user405@example.com,2025-01-01,West,Consumer
406,Randall,Greene,user406@example.com,2022-09-28,East,Consumer
407,James,Dougherty,user407@example.com,2020-12-05,West,Consumer
408,Kathryn,Roberts,user408@example.com,2022-01-12,East,Small Business
409,Adrian,Burgess,user409@example.com,2021-11-19,South,Consumer
410,David,Patel,user410@example.com,2022-05-11,South,Small Business
411,Vincent,Whitaker,user411@example.com,2022-10-27,West,Consumer
412,Charles,Hensley,user412@example.com,2023-11-17,West,Consumer
413,Ryan,Stevens,user413@example.com,2021-03-23,West,Consumer
414,Michelle,Johnston,user414@example.com,2021-07-11,South,Consumer
415,Richard,Bowman,user415@example.com,2025-09-28,North,Consumer
416,Darius,Smith,user416@example.com,2023-04-30,East,Small Business
417,George,Meza,user417@example.com,2023-08-18,West,Consumer
418,Marilyn,Gillespie,user418@example.com,2024-10-11,West,Consumer
419,Samuel,Rodriguez,user419@example.com,2021-08-12,South,Consumer
420,Brianna,Warren,user420@example.com,2024-07-27,South,Consumer
421,Monica,Reese,user421@example.com,2024-03-25,East,Consumer
422,Mason,Jackson,user422@example.com,2022-10-01,West,Consumer
423,Cynthia,Schmidt,user423@example.com,2025-03-17,East,Small Business
424,Rebecca,Bailey,user424@example.com,2022-07-07,West,Enterprise
425,Joel,Thomas,user425@example.com,2022-02-13,West,Small Business
426,Glenn,Hernandez,user426@example.com,2022-07-17,North,Consumer
427,Gregory,Mejia,user427@example.com,2021-07-04,South,Consumer
428,Steven,Elliott,user428@example.com,2025-01-25,East,Enterprise
429,Shane,Glass,user429@example.com,2025-10-17,North,Consumer
430,Dawn,Downs,user430@example.com,2025-08-31,North,Small Business
